,10-Heptadecenoic acid_ (Z)-_ TMS derivative,1_5-anhydro-D-sorbitol,1-Decanol_ 2-hexyl-,1-Dodecanol_ TMS derivative,1-Heptanol_ TMS derivative,1-hexadecanol,1-Hexadecanol_ TBDMS derivative,1-Monomyristin_ 2TMS derivative,1 monoolein,1-Monopalmitin_ 2TMS derivative,1-Nonene_ 4_6_8-trimethyl-,1-Octadecanol_ TMS derivative,1-octadecene,1-stearoyl-rac-glycerol,2-Ethyl-3-hydroxypropionic acid_ di-TMS,2-hydroxybutyric acid,2-Hydroxybutyric acid_ 2TMS derivative,2-ketoisocaproic acid 2,2-Methoxyestradiol_ 2TMS derivative,2-Monomyristin_ 2TMS derivative,2-Palmitoylglycerol_ 2TMS derivative,2-Propenoic acid_ 2_3_3-tris[(trimethylsilyl)oxy]-_ trimethylsilyl ester,2-Pyrrolidinone_ TMS derivative,3-indoleacetic acid,3-indolelactic acid 2,3-Pyridinol_ TMS derivative,4-hydroxyphenylacetic acid,4-Pyridinol_ TMS derivative,5alpha-Cholestanol,9-Decenoic acid_ TMS derivative,9-Hexadecenoic acid_ (Z)-_ TBDMS derivative,Acetamide_ TMS derivative,acetohydroxamic acid,.alpha.-D-Glucopyranose_ 2_3_4_6-tetrakis-O-(trimethylsilyl)-_ bis(trimethylsilyl) phosphate,.alpha.-Tocopherol_ TMS derivative,Aminomalonic acid_ tris(trimethylsilyl)-,Anthraquinone_ 1-(o-chlorophenyl)-,arabinose,arachidic acid,Arachidonic acid_ TMS derivative,aspartic acid 1,aspartic acid 2,Benzoic acid_ 5-methoxy-2-[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Benzoic Acid_ TMS derivative_,Beta- alanine 1,.beta.-Gentiobiose_ octakis(trimethylsilyl) ether_ methyloxime (isomer 1),.beta.-Tocopherol_ TMS derivative,Butanoic acid_ 2_4-bis[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Campesterol_ TMS derivative,capric acid,cholesterol,citric acid,citrulline 2,Creatinine,D-allose 1,D-glucose 1,D-glucose 2,Diethanolamine_ 2TMS derivative,Dihydrouracil_ 2TMS derivative,dioctyl phthalate,DL-isoleucine 1,DL-isoleucine 2,DL-Ornithine_ 3TMS derivative,D-malic acid,D-mannitol,Doconexent_ TMS derivative,D-threitol,D-(+)-Turanose_ octakis(trimethylsilyl) ether,eicosane,eicosapentaenoic acid,elaidic acid,ethanolamine,Ethanolamine_ 3TMS derivative,galactitol,galactonic acid 2,galacturonic acid 1,.gamma.-Tocopherol_ TMS derivative,gluconic acid 2,Gluconic acid_ 2-methoxime_ tetra(trimethylsilyl)-_ trimethylsilyl ester,Glucose_ 5TMS derivative,glycerol,glycerol 1-phosphate,glycine,Glycine_ 2TMS derivative,Glycine_ TMS derivative,glycolic acid,Glycolic acid_ 2TMS derivative,guanosine 2,Heneicosane,Heptacosane,heptadecanoic acid,Heptadecanoic acid_ glycerine-(1)-monoester_ bis-O-trimethylsilyl-,Hexadecane,hypoxanthine,inosine,Lactic Acid_ 2TMS derivative,lactose 1,L-alanine 1,L-alanine 2,L-Alanine_ 2TMS derivative,L-Alanine_ TMS derivative,L-asparagine 2,L-Asparagine_ 2TMS derivative,lauric acid,L-cystine 1,L-cystine 2,L-cystine 3,Leu-Trp_ N-trimethylsilyl-_ trimethylsilyl ester,L-glutamic acid 1,L-glutamic acid 2,L-glutamic acid 3 (dehydrated),L-glutamine 1,L-glutamine 2,linoleic acid,L-(+) lactic acid,L-leucine 2,L-lysine 1,L-lysine 2,L-methionine 1,L-methionine 2,L-norleucine 1,L-Phenylalanine_ 2TMS derivative,L-proline 2,L-Proline_ 2TMS derivative,L-Proline_ TMS derivative,L-serine 1,L-serine 2,L-Serine_ 2TMS derivative,L-threonine 1,L-threonine 2,L-tryptophan 2,L-tyrosine 2,L-valine 2,L-Valine_ TMS derivative,m-Cresol_ TMS derivative,Methoxyamine_ TMS derivative,Methyl Caprate,Methyl galactoside_ 4TMS derivative,Methyl Laurate,Methyl Myristate,methyl oleate,Methyl Palmitate,Methyl Stearate,Monolaurin_ 2TMS derivative,myo-inositol,Myristic Acid d27,N-acetyl-D-glucosamine 2,N-Acetyl glucosamine methoxime_ tetrakis(trimethylsilyl),Nonanoic acid_ TMS derivative,norvaline 2,Octadecane,O-phosphocolamine,oxalic acid,Oxalic acid_ 2TMS derivative,palmitic acid,palmitoleic acid,p-cresol,Pentadecanoic acid_ TMS derivative,Phenol_ TMS derivative,Phenylalanine 1,phosphoric acid,Phosphoric acid_ 2-(trimethylsiloxy)-1-[(trimethylsiloxy)methyl]ethyl bis(trimethylsilyl) ester,Phosphoric acid_ 2-[(trimethylsilyl)oxy]-1_3-propanediyl tetrakis(trimethylsilyl) ester,Phosphoric acid_ bis(trimethylsilyl)monomethyl ester,Propylene glycol_ 2TMS derivative,Propylparaben_ TMS derivative,Pseudo uridine penta-tms,psicose 1,Pyroglutamic acid_ TMS derivative,pyrophosphate,quinic acid,ribitol,Ribonic acid_ 2_3_4_5-tetrakis-O-(trimethylsilyl)-_ trimethylsilyl ester,ribose,(R_R)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl)-,(R_S)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl) deriv.,serotonin 1,stearic acid,succinic acid,tagatose 1,tetracosane,Tetradecanoic acid_ triethylsilyl ester,Thiazolidine-2_5-dione,threonic acid,trans-4-hydroxy-L-proline 1,trans-aconitic acid,tyrosine 1,tyrosine 2,Urea_ 2TMS derivative,uric acid 1,uric acid 2,uridine,Uridine_ 3TMS derivative,xanthine,xylitol,xylose 1
258,26156.5415,7270880.892,398170.4998,105564.3843,290913.6732,,29546.7941,3568994.843,,,,,279826.8455,3896682.793,231503.8477,784727.6651,795858.0939,,2288187.568,,4678780.849,,177324.0327,125379.8161,,716943.034,133685.4002,,58002.3869,85561.0915,,166530.1762,376087.7944,,1219263.52,371974.5666,,,181170.9264,413447.0929,265592.2021,67294.139,,223212.9706,54689.5157,,57914.387,331766.1695,28867.9038,151763.1669,5886551.105,,,70628.2961,1700234.555,7869534.466,8412842.327,421745.6454,,5295976.434,4020585.545,627516.1462,,518717.417,377056.2859,,1450203.829,,80671.3374,414810.2193,,557327.9913,4311167.589,58725.5953,,,463156.2266,,417069.1652,,4028598.017,115817.4722,4269275.434,,,4836755.453,303133.8259,,98718.3651,,186132.1589,483722.6179,445712.9876,,,3827451.898,66118.741,,354693.4515,,673396.1064,,,410719.4554,,,,,,,8413444.158,,,1913472.79,83808.1743,,,,63057.6305,,3646555.809,143508.8414,,373558.1481,8568917.477,4590341.593,334612.555,,5125781.187,320429.5713,,,53784.7309,6360276.095,295687.5022,2265307.733,5676472.231,,6549319.326,6811528.245,1498728.97,7296592.812,5847885.009,345861.4191,5975012.15,8848307.043,,353018.5312,194704.7906,1039307.442,278189.1487,,291701.2324,1460520.361,8383677.947,474906.0398,1475098.834,99377.3732,125715.647,2313270.366,7598333.884,,,414464.3758,2931434.463,88249.4208,,5485321.141,647753.4098,,,,,116387.1711,400754.5881,,,8417429.485,2103432.269,684483.5549,90677.4835,,,3920731.65,963783.4933,,,,,,,86018.7641,60227.1716,,619794.5471,407135.856
259,43263.5147,6089369.511,123048.1362,66403.596,206407.0525,58560.6826,64542.3026,2082035.714,186882.9081,,401237.0966,,250522.6425,,88563.5012,430772.7899,231909.7219,311311.8737,2424289.006,,2212223.352,,208527.3101,170821.9412,214561.4647,41401.3881,53164.3306,322507.1762,39097.3158,,2360229.679,370479.024,661434.1598,,1156927.958,519643.8218,332057.2735,207432.8067,112862.1457,484239.1595,398345.9919,251921.7961,,87361.9707,70248.6171,46034.0323,16542.5935,,45047.329,89273.4911,4636106.442,4580437.469,,,4737321.799,8353282.154,,152764.4216,30332.4638,2276089.73,2729436.788,1785758.446,318254.4925,680366.5637,116874.3399,101623.5771,1449665.708,,61411.1295,391796.1396,1962516.745,,2026564.576,45586.3593,70469.6342,422098.8417,205303.1804,103212.6832,,171868.1099,3436897.209,810944.3896,4858198.309,205112.8795,338472.5246,3250039.133,,36376.3397,64343.6173,180343.3916,293627.367,298321.9208,124345.2478,,608265.7964,5575434.011,40351.6256,,,4044528.001,1147806.678,95364.5213,231763.5645,391391.5741,221727.8721,,278153.93,520646.8319,803454.9588,515655.7621,,,,1927246.462,823653.087,1939630.164,3098470.12,157790.9373,183395.9464,180063.0492,1487176.758,797799.7039,4543769.515,817771.1181,8279827.437,817477.4546,1242582.209,3626466.465,2732963.224,1369802.795,4358092.428,425233.8417,445488.3996,3547597.603,387370.0803,4596392.947,4664459.805,7013081.887,6129511.026,5984894.345,1811524.286,7668991.012,6773517.761,203779.3325,3787373.611,4793340.938,,5775359.539,82087.4983,2359395.006,108934.8654,177822.1576,122076.8092,5026951.193,7092373.3,371936.9869,,102694.0729,250095.6502,1371364.38,,147735.1694,679305.7417,172801.7371,,26834.4437,950438.4803,3332619.926,905778.8427,69182.2363,78710.9316,643763.166,307461.4101,137125.2036,44039.8121,226047.965,62987.7801,5890567.709,1114756.3,615294.4019,50314.4261,,,4785794.596,288804.1304,116342.7132,3189147.099,333854.888,,6787264.713,102559.2832,,377619.9548,24600.3341,555000.3478,379309.8647
260,74784.5951,5726936.014,67542.8652,47610.3582,157799.8918,65478.967,64533.179,2065045.981,,5324957.379,313576.4618,156832.8613,188003.3415,,132355.7682,486574.694,161092.6878,218863.9304,,,1613664.973,98882.0491,160045.219,,149396.9655,,76044.6978,304054.2448,27527.0199,81388.115,2726096.869,635262.4158,546513.1955,670500.5832,733557.8579,699077.9521,335217.2925,147238.8243,,498699.0669,362932.2747,131913.6925,260820.5258,117013.8264,89617.409,,19993.7358,144985.0943,12335.723,207757.1894,4324920.303,4774322.718,86293.9857,,2914162.362,8036753.861,8381037.131,,114254.88,2634161.472,2573356.328,989045.0889,399531.1021,415114.2144,354058.8241,77300.5133,1211173.183,3297233.868,63840.3806,308228.5678,3943379.375,,1762837.757,,,,79665.1684,,172942.3122,,2026764.73,1014314.923,4400476.416,560042.4947,380886.5619,4896556.88,,,,,379714.2178,282905.1403,186675.2526,122789.0693,122901.2791,3796447.97,108193.8465,,,1639570.457,680424.3215,244953.7946,159429.7177,518046.0453,,990839.6556,2075377.938,411344.4374,611881.2078,307864.4106,8633149.221,1107837.453,27258.2709,3389117.738,354087.8296,1762235.08,1495615.056,2019012.109,324130.257,297870.2796,1226663.267,851478.1826,2832891.795,926840.8899,5286762.506,,1543037.384,3042812.851,4479497.636,2653028.914,7004851.275,5952720.61,277578.6683,2649734.053,276599.6701,6441966.525,5358558.136,7688568.53,6673062.398,6319916.711,1974299.518,7897917.845,6988749.241,204352.4917,3660824.211,7782648.381,1013794.511,3507081.372,151636.2448,2143449.023,162763.693,182708.6876,,2532842.759,8057388.359,1092604.778,,209917.5367,,2192128.89,8545977.714,,,103655.1555,,48671.1111,643126.5827,4264955.136,747250.0488,95342.9061,,157237.1582,258368.9926,93472.595,346832.9442,226984.5238,,6344676.253,1142078.667,289526.7229,47359.9434,,2398461.723,4394224.278,302421.2995,,2003883.138,,10426183.2,5257317.459,,329208.4334,222786.3411,41973.5509,478016.5381,
261,52309.2964,6998008.692,256806.216,55419.3009,190448.5204,56906.87,64926.7139,2190133.1,,,190638.6605,,192129.4841,,101564.3137,,99151.6042,,2780660.694,60939.1148,2403123.871,,126621.0261,159280.2458,186496.12,330101.473,,316178.5594,17953.8387,70324.5881,2508105.725,569494.2895,621099.2896,447276.1477,646675.9106,609396.7576,143519.5465,95261.0281,126203.3667,304701.5494,262362.7025,114161.267,103719.5825,118589.0155,,29811.533,23528.3325,71710.1549,,87905.3759,4585296.17,3465461.374,,,1800702.522,,8550480.966,131837.8274,31711.2702,2136668.046,3184683.064,2111423.148,547596.4281,331954.082,201955.2054,77602.1522,899844.2466,3047884.898,67322.9306,93424.8065,4674831.831,78732.0687,1574615.715,,,163529.8736,242716.0135,,,,2626666.269,981353.8646,6904292.505,1401378.265,1002469.149,3649898.235,1274563.434,44070.7034,137346.3078,132347.571,224263.2039,301355.3409,126617.0987,74157.3242,728136.1225,3029077.444,,,,1669822.529,528196.8668,140540.129,222447.2918,386602.1058,117345.6637,1530098.826,936467.6651,368814.3487,557009.8508,353188.437,8550612.036,751971.2806,,2573487.765,,2462629.835,2617954.169,666314.9589,137861.2968,148812.8068,2686794.368,797135.7244,3210754.97,1300197.31,6188982.69,1499341.811,1971366.977,4210167.179,3770122.657,1970904.386,4623753.309,1471291.269,309174.991,3932428.997,387359.9616,4306003.737,5906395.767,7209829.425,6737470.943,6633323.678,2058899.951,8270054.474,7183701.133,241707.5133,3079400.863,8592721.791,911788.1599,5184593.472,109565.4283,2984129.529,92496.4589,125700.0151,118962.9367,2124387.815,7704329.406,986135.4761,,93442.0217,,1698352.274,8699145.609,,487889.2947,77292.3967,,58431.9355,690959.8314,4168030.703,842079.9396,124765.0896,,256854.0455,378732.0347,60082.0816,149559.3825,264409.6994,122747.3314,5839436.212,835006.6467,377899.8896,39833.662,18289.6564,1423920.37,3938076.59,723507.3794,,3013918.565,,10455014.51,8428461.031,110687.5308,248178.9849,358990.2427,27467.9558,201767.6938,285527.1621
262,88522.6007,5525546.225,162896.2268,49948.3026,112341.5717,,35497.0747,2055625.517,,,215371.8521,127850.1452,210334.9727,,160727.8508,298364.8431,244310.4961,143965.4979,,42839.8377,1654641.059,,152097.1129,306378.0366,176550.8412,296982.1856,69303.5378,,15166.9725,,1928689.468,505014.794,680971.3791,,,469367.262,299963.7138,298518.7654,355294.6979,230706.6578,314472.009,191664.1961,130832.4817,107216.1692,78102.3685,,22246.7925,131265.6419,,142781.8797,4478516.841,5621944.167,91542.973,,3772706.014,8102499.708,8385929.246,187814.8822,29363.4899,2613572.756,2324200.238,930692.4555,546732.2687,412552.5548,245817.9381,74756.7655,1339956.625,3807512.645,73316.0245,237280.0781,2388356.707,220581.0648,1896630.034,,106663.4077,399821.6379,74183.7753,172564.0823,190983.0258,,1874162.994,675648.906,3258584.292,538156.4864,356994.7275,2761189.931,97772.8286,18956.5584,98115.5178,,383727.0342,315445.3571,91569.882,91533.3619,325002.6484,4197706.007,143137.8864,,,1047735.915,466308.4428,208561.4123,86140.9035,692960.1999,100923.2571,1019873.004,1861848.304,333558.7084,1035453.416,464005.4694,8577840.85,869960.697,,2964166.668,,1746287.406,1518251.688,1478724.809,191852.5084,159133.6509,1408483.46,811356.1714,3601751.65,1052918.027,7786646.676,,1127517.66,4073413.652,4028821.852,1732229.663,4482180.246,3555176.758,354782.3951,3694480.242,330909.3278,5017452.796,3890388.733,7915077.909,5170754.895,4874976.74,1733351.568,6352157.9,5666442.269,199370.6743,3803942.764,6322277.072,,5326825.686,118531.691,2516179.593,86222.2223,121014.3737,,7129696.74,8049223.883,1084209.942,,172409.7897,54951.7327,1786828.252,8449669.195,76854.572,,113064.8893,,46281.7587,876464.7613,3764733.469,696615.4619,110313.2694,,,342660.734,110545.3735,271374.7372,181770.8201,55679.8274,6503793.544,959039.9784,312925.7554,75646.8891,,,3214196.681,316088.1166,114188.4367,1860076.901,,11543990.54,8336157.084,56333.8221,314081.5134,283122.629,28623.4333,548653.4724,
263,35924.882,10184766.63,395966.7466,107505.4739,367164.363,222935.3428,60081.8098,3404665.726,,4269503.213,66997.9827,,327030.0827,,148288.5736,668094.8352,744788.9698,,650784.2973,263173.7621,4642031.235,,219359.977,205208.85,,659106.0274,72494.0286,,38625.4517,180354.8727,,246071.1725,658159.7846,,1110615.09,625434.5049,,,175202.6899,270837.802,220273.8317,106696.0202,,228861.3069,48791.4743,,41942.9896,216682.794,22717.278,394192.7654,5672778.724,,,105546.1036,1638828.16,16690036.3,8399589.156,511328.6325,,5159850.172,4966014.197,614679.5979,,406997.2247,192364.041,,1126959.685,,93860.2934,227044.8578,602378.977,636919.1843,4320782.975,63090.4582,,,587714.2678,,,,3950609.849,218696.3229,7792605.561,396658.0419,,4839384.875,217873.1419,,143343.4344,,317469.64,441774.9297,347254.3215,,,5821716.949,73782.2665,,,580090.2157,830576.1191,,,648476.7471,,,,,,,7633469.216,,,2136490.263,780435.7459,672264.8362,,,165565.2049,,3328713.531,239293.9046,2063450.003,655385.1237,8601410.507,5025307.003,377820.8153,,4455900.95,349066.8217,,,179421.9328,6724223.775,293028.3641,2715666.364,4833691.514,,5714569.436,5911574.49,1405745.4,6559487.697,5125504.923,336076.3654,3798406.304,8553749.993,89187.6864,,169316.0042,1282202.833,249184.3227,,330138.6597,4886578.322,8438749.74,578424.9845,1047394.97,91159.9348,81211.0848,3083207.293,7307425.213,,,275239.5756,1941400.566,110685.22,,4859114.841,1725537.762,,,281263.3148,,106316.9746,335203.9241,,,8426679.19,1910094.439,510218.0069,72669.8652,,,2766716.76,518580.6792,,533931.648,,,,,,44876.3212,,586958.3636,332286.937
265,140325.0134,6086876.082,,113898.5462,169953.2745,71377.8718,,4064120.769,44029.2468,6414601.586,32582.0622,,,5805087.328,195213.0338,,607667.4658,524738.3341,174774.0678,99985.4448,4672638.858,82807.0167,216622.554,493282.2127,248515.5288,410439.9468,93631.5902,,22259.3516,,2504068.174,255847.1604,363906.3352,583120.27,846454.7667,293912.319,279679.4713,240371.0063,,291577.4387,528404.881,389139.9801,286853.5015,,62772.5767,8263.3593,27315.754,177124.5291,,195495.3324,5954141.064,5014168.714,169907.169,399950.0388,2879342.735,8199939.144,8240466.943,260400.8392,15832.5012,2205927.913,4147057.388,2259075.518,1099206.84,358828.5151,156820.0486,90748.3937,1247953.977,,42753.7534,284070.5365,576737.8621,411947.696,2907503.716,50313.5108,98430.7905,560119.6202,91187.3479,,,4534814.741,2280476.088,848692.5607,6079438.092,634943.1672,,3471186.241,91006.9412,35887.1436,93392.6094,,253472.7508,361140.8246,108643.6849,141158.3194,358533.7586,7007625.29,170023.8777,1735968.848,733262.0145,1711359.407,703400.4892,348697.6279,,443123.4283,42766.0102,687362.7772,2565737.269,,935616.5025,1352261.929,8452110.459,1885703.069,72261.3706,1483582.33,964284.9929,1806243.121,,5075758.295,281806.2055,331220.2481,2153408.657,2241655.981,5350292.393,1367854.825,8448479.957,1024866.756,2268797.38,,4586602.054,2439036.72,8132974.997,,3129259.784,5664869.141,233101.499,3296135.811,4238503.331,8326625.457,4615086.449,4414587.901,1220828.534,7004979.913,5231687.222,326833.933,3169221.15,6606944.088,786249.7579,23185.1481,164026.4076,3329710.792,117449.1966,161128.4475,169926.0281,5639168.621,8147972.183,1430661.562,833476.7927,186431.9264,109752.1166,3569448.689,5339997.753,187431.5677,998949.2289,361484.3767,4958913.055,47683.639,898510.6351,3569431.164,807533.6167,1224232.222,,,,210835.7722,272539.3389,412964.6962,239211.2983,5342723.258,1418744.614,89052.5822,43298.4984,,,4391836.358,561078.5341,92222.5797,2122273.847,8514625.82,5835297.648,8504731.999,,230038.7676,,40334.1585,430622.7022,
267,54346.799,6662523.952,133789.1186,,167614.1541,,,2271051.302,144476.4885,6116687.361,220385.1279,178368.623,162600.9337,6076343.707,,497077.2518,551227.1787,232224.8727,414142.1476,69881.378,3546044.356,95342.7845,100915.1647,331305.9133,243138.2696,320513.4084,32547.731,,24732.5299,,2421341.998,417283.1789,418424.2996,,1332967.865,316285.925,351616.2862,227895.0567,145198.8457,151147.9624,364312.8722,216670.305,,64573.2227,,7947.8268,15445.5556,193648.6658,7438.4608,94109.3515,4673328.084,3622109.605,94008.3749,,2372885.388,13649710.62,8703561.933,1694029.204,39192.3211,2570513.84,3399984.95,1287905.35,214758.4283,230519.7977,1021736.239,96214.136,1609446.481,3242614.731,,339178.9619,2906992.806,374364.2457,1493693.009,,109028.7488,739131.6922,33319.3635,169257.3854,51356.5297,196566.6063,1805569.153,591535.7959,4752680.647,1077894.104,951153.9513,2812704.869,99088.0935,,75063.4612,96479.0135,229638.0807,277956.8901,66501.9684,,,3477612.285,91679.3551,,444961.6562,2824465.53,1094758.16,392772.1764,284765.709,,130024.0575,776622.2956,2204607.706,121060.0806,639823.3455,316581.9207,,1545813.588,30682.2387,1383425.595,89996.5174,1870492.602,2805207.264,1611572.417,242628.5222,234345.4828,2107087.964,934846.2141,2994780.914,1233876.81,7288544.556,1075837.822,1242472.605,3647183.198,3952912.891,1954514.606,5323810.309,3503191.115,466046.0967,5202338.513,,3006268.465,4351454.844,6965335.706,5201455.409,5047598.133,1682145.305,6711314.758,5869106.244,219038.3844,4263254.708,6820972.056,790087.3037,,75569.4944,3194127.136,49999.9471,102287.3249,,1108113.067,6280449.029,552036.0365,1443699.251,102906.7377,42340.7789,2037883.771,8477279.579,113051.7162,,136309.2851,,33251.8363,1039159.162,3019315.786,946783.4288,92417.2455,,,,204607.6647,283069.9182,241763.8299,,5386901.697,431554.0635,136307.2608,68859.4399,22988.7556,1239501.59,3763906.039,196589.7825,80969.7437,2786516.3,,9866281.11,8340287.903,83526.375,174610.1676,188769.6651,,592294.6468,
268,167877.579,7530761.255,,106569.1146,224462.9183,86460.9236,,5087295.777,,,,227157.6586,,7448262.74,197976.78,731110.2132,690327.7657,,2708323.564,117394.1224,3881089.768,115828.0247,271037.1929,407933.7673,407700.7241,,192917.381,498808.9103,16954.0505,,,320009.7408,742301.5161,1225989.065,622041.833,671048.4935,,992829.7751,110841.1972,,642851.898,336279.3463,,144777.6761,94448.5844,67841.6318,22690.698,180515.9599,,,5909703.052,4768774.748,157027.8621,940327.733,1185563.389,5169144.031,8522781.399,251827.9365,44375.3414,3129944.513,7530812.93,4515466.795,945081.6109,433179.4513,942423.0451,96273.7436,1389843.673,,75580.2532,333311.631,743799.1733,387146.6758,3891820.001,,97786.2413,2451857.306,246304.9156,,208105.7682,,1864614.295,703670.0599,7455374.105,737904.5458,,5964715.191,,55966.4464,109631.0363,201604.0924,462017.2164,447865.7603,210329.6141,152057.7554,495209.9096,6096702.359,122501.9503,4549690.403,586242.2766,2470676.076,990493.6636,387962.6978,,607643.6995,,1026708.443,2477689.07,391266.2959,1635590.004,2149316.968,8351801.433,1526859.323,50517.6539,3220226.34,1154717.502,4454728.963,,4064880.238,211415.8129,252027.6232,4828250.969,1563521.985,8531233.003,2899536.926,2011195.72,1003353.422,2339925.174,,4142119.429,2521591.339,7529258.449,8055075.081,5394169.746,8240529.08,380861.1694,5026550.474,4578228.907,8093198.063,5028369.976,4905874.382,1502814.34,7001434.25,6399195.867,446270.2906,3916463.272,8032001.983,900160.7395,5356303.653,113432.992,6361244.429,184759.2858,188506.9884,926638.8723,6202811.876,8520409.781,701896.9443,1055823.308,163067.433,90687.9658,2535490.054,4673478.572,314000.9372,774567.488,361228.9579,,52083.8221,1057782.518,2317526.256,910878.0905,1504559.756,,,182384.2401,89399.2307,362792.6414,316362.7234,82936.0576,8105087.424,1609703.414,389383.2726,78904.4161,,,7826090.945,2077653.66,114644.5324,1918136.303,,5960579.271,8526978.211,,,190186.2721,37225.5914,773299.1489,
27,116810.3412,5771507.225,,80324.8238,163656.7619,,,5286786.67,,6764450.221,,,,6798988.575,163850.5053,532661.9273,624693.2588,819412.6094,,130115.5622,4608957.924,125258.424,214359.7682,524479.8983,371940.8837,426928.6119,178794.3545,,16134.6357,,2425021.985,347443.1364,416669.9662,760041.1591,1275124.636,112189.231,303988.2564,,,254217.4702,502470.6678,260837.5088,179226.8879,,78024.4228,34428.5794,33990.0512,271442.3182,,100815.1436,6335167.258,4659337.318,135123.1293,614724.8959,2757689.224,9957989.868,8497298.883,,20268.4165,2730923.765,5402134.617,1647750.858,1156636.758,351237.375,1248417.866,109500.6282,1983412.46,,57199.7743,50088.1854,635804.9863,284041.2086,2982083.449,121023.7147,278314.385,,217300.959,188611.2015,,,998798.0333,369167.9821,4240188.63,291242.4811,,3447949.254,113638.2169,,122426.1337,,216992.6436,528871.0496,69820.8509,269643.87,,5468952.69,194732.3882,1881903.874,537701.9908,,744710.7749,283927.8253,,663238.4719,56154.7885,838999.6724,3772621.57,,2369008.29,3014822.044,8544754.671,1930234.728,68778.0619,2131032.814,821221.3059,2554756.887,,5596456.538,262514.2893,251123.6136,3165470.365,1490701.112,4084463.423,891135.1047,8457051.804,608335.9754,1883624.825,,,1538115.916,9164158.507,,2569370.465,6740253.557,265403.4068,2905814.206,4397918.586,8591195.967,4437042.155,4410831.059,1503800.51,6479783.915,6438928.88,408278.3944,6354317.271,6629158.036,2068800.825,452437.3935,99821.6482,4221702.063,65213.5679,204408.1104,,1579236.335,8459075.694,829394.1905,1002017.857,126902.9489,99322.0118,2712136.083,,174659.9621,755223.3877,378893.6854,133188.0696,108547.876,1380530.204,1986133.661,950633.6057,1430732.814,,,301162.5093,368772.2295,288096.5827,764285.6321,85147.0328,5939823.052,1361392.09,,41856.2698,,605101.7429,5094119.714,287559.6411,111157.7825,1079093.222,7008525.904,,8443915.602,,541233.2304,,566154.8574,679766.5067,
271,,6014014.522,40796.1439,70673.3574,178079.6595,,,2274120.676,55130.5164,,344713.4471,,275615.3234,,129485.5994,,470429.4464,410092.6692,,64100.5618,3445818.737,165644.3997,186655.7831,710365.4108,216564.9435,,37697.8255,369864.1728,21536.2662,,1976796.41,525651.588,490766.8827,,459129.4329,1084837.969,215329.7235,195788.2278,127394.6715,120555.2705,450920.0926,128355.3674,54700.8685,67850.8609,,7695.0179,18614.7914,102497.3395,11516.2954,,4552778.434,3518478.867,,,,8010348.945,8342415.56,160763.4604,,2232153.147,4820860.336,5129231.612,1151204.061,299925.0144,205526.071,,1341860.235,3306444.416,62355.2303,,1817281.78,,1732626.678,,99087.9502,552666.0679,62238.6548,375659.9739,,,2025605.62,356899.245,7280710.621,943998.5739,1032468.815,3233789.284,136439.656,67230.1511,63042.5549,,202548.772,243460.2933,62726.9624,,606297.9054,,168322.6974,,,1745136.358,584970.6565,90462.0896,275944.869,359523.0243,424254.3472,123439.0572,105284.8757,,1079342.468,653002.2378,8619293.929,,,719561.9188,752874.7551,,6504840.868,416270.8447,333131.2115,300187.2131,2703572.359,1322020.372,4942056.59,1570807.619,8439505.178,1158836.23,1659249.886,3741413.665,4860679.25,2399028.819,6975956.188,918046.4243,1247670.313,6025032.318,490070.8384,4834442.721,4558858.6,8473426.207,6366153.797,6016668.809,1752620.162,7525662.802,6529459.226,222284.229,3936703.078,5716296.413,1638878.451,,94603.5139,3875243.912,85148.5801,169838.8147,,12847618.53,5761961.225,184101.3657,,54851.5853,47240.9284,2459272.445,8827236.942,88918.8798,,182631.1329,4048741.591,65800.2197,696585.0642,1058486.066,915598.7377,41084.9832,,497665.5989,409271.6934,429348.6845,118628.0859,173434.354,147026.0522,5257771.353,690752.7108,,63278.5451,,1799039.626,4858121.008,1516820.833,,5168798.975,857915.8537,16102782.21,8452940.664,220309.1256,179592.1684,,,572355.6882,
